pos,SRR,low_mean,mean,high_mean,2,max,min,3,1,num_reads,avg_phred_score
122,SRR23143755,29.9381,30.5011,31.064,Max,30.7825,30.2196,Min,Mean,-74,31.7835
123,SRR23143755,29.8697,30.4097,30.9498,Max,30.6798,30.1397,Min,Mean,0,31.7835
124,SRR23143755,29.814,30.4665,31.119,Max,30.7927,30.1402,Min,Mean,0,31.7835
125,SRR23143755,29.7433,30.3562,30.969,Max,30.6626,30.0497,Min,Mean,14914,31.7835
126,SRR23143755,29.6712,30.3429,31.0146,Max,30.6787,30.007,Min,Mean,-14914,31.7835
127,SRR23143755,29.6464,30.3058,30.9653,Max,30.6355,29.9761,Min,Mean,0,31.7835
128,SRR23143755,29.6708,30.317,30.9631,Max,30.64,29.9939,Min,Mean,0,31.7835
129,SRR23143755,29.7539,30.2799,30.806,Max,30.5429,30.0169,Min,Mean,0,31.7835
130,SRR23143755,29.6513,30.2956,30.9399,Max,30.6178,29.9734,Min,Mean,1,31.7835
131,SRR23143755,29.692,30.2317,30.7714,Max,30.5015,29.9618,Min,Mean,0,31.7835
132,SRR23143755,29.5999,30.2512,30.9026,Max,30.5769,29.9255,Min,Mean,-1,31.7835
133,SRR23143755,29.6364,30.1937,30.7509,Max,30.4723,29.9151,Min,Mean,0,31.7835
134,SRR23143755,29.4765,30.2088,30.9411,Max,30.575,29.8427,Min,Mean,2,31.7835
135,SRR23143755,29.4401,30.131,30.8219,Max,30.4764,29.7855,Min,Mean,-2,31.7835
136,SRR23143755,29.263,30.133,31.0029,Max,30.5679,29.698,Min,Mean,0,31.7835
137,SRR23143755,29.2304,30.0674,30.9044,Max,30.4859,29.6489,Min,Mean,0,31.7835
138,SRR23143755,29.1195,30.0455,30.9714,Max,30.5084,29.5825,Min,Mean,1,31.7835
139,SRR23143755,29.2021,29.9959,30.7896,Max,30.3927,29.599,Min,Mean,0,31.7835
140,SRR23143755,29.0716,29.9685,30.8654,Max,30.417,29.52,Min,Mean,1,31.7835
141,SRR23143755,29.198,29.9566,30.7153,Max,30.336,29.5773,Min,Mean,-1,31.7835
142,SRR23143755,29.1002,29.9539,30.8076,Max,30.3807,29.527,Min,Mean,-1,31.7835
143,SRR23143755,29.1973,29.9445,30.6916,Max,30.318,29.5709,Min,Mean,15261,31.7835
144,SRR23143755,29.1439,29.9285,30.7131,Max,30.3208,29.5362,Min,Mean,-15261,31.7835
145,SRR23143755,28.9941,29.887,30.7799,Max,30.3334,29.4405,Min,Mean,31302,31.7835
146,SRR23143755,28.8443,29.8865,30.9287,Max,30.4076,29.3654,Min,Mean,-31302,31.7835
147,SRR23143755,28.727,29.8121,30.8972,Max,30.3547,29.2695,Min,Mean,2,31.7835
148,SRR23143755,28.5752,29.7599,30.9447,Max,30.3523,29.1676,Min,Mean,-2,31.7835
149,SRR23143755,28.5619,29.724,30.886,Max,30.305,29.143,Min,Mean,0,31.7835
150,SRR23143755,27.4619,28.811,30.1602,Max,29.4856,28.1364,Min,Mean,4517314,31.7835
0,SRR23143790,32.4529,32.7988,33.1448,Max,32.9718,32.6259,Min,Mean,10,31.7503
1,SRR23143790,32.8033,33.0845,33.3657,Max,33.2251,32.9439,Min,Mean,22,31.7503
2,SRR23143790,33.0071,33.047,33.0869,Max,33.067,33.0271,Min,Mean,-32,31.7503
3,SRR23143790,32.9599,33.0243,33.0886,Max,33.0564,32.9921,Min,Mean,0,31.7503
4,SRR23143790,32.9713,33.1594,33.3475,Max,33.2534,33.0653,Min,Mean,0,31.7503
5,SRR23143790,33.0187,33.2105,33.4022,Max,33.3064,33.1146,Min,Mean,0,31.7503
6,SRR23143790,32.9767,33.1371,33.2975,Max,33.2173,33.0569,Min,Mean,0,31.7503
7,SRR23143790,32.9385,33.1583,33.3781,Max,33.2682,33.0484,Min,Mean,0,31.7503
8,SRR23143790,33.1596,33.1715,33.1834,Max,33.1775,33.1656,Min,Mean,0,31.7503
9,SRR23143790,33.0461,33.2549,33.4637,Max,33.3593,33.1505,Min,Mean,0,31.7503
10,SRR23143790,33.1727,33.2989,33.4252,Max,33.3621,33.2358,Min,Mean,7,31.7503
11,SRR23143790,33.001,33.2173,33.4336,Max,33.3255,33.1092,Min,Mean,-7,31.7503
12,SRR23143790,33.0685,33.2355,33.4025,Max,33.319,33.152,Min,Mean,0,31.7503
13,SRR23143790,33.0453,33.2483,33.4514,Max,33.3499,33.1468,Min,Mean,0,31.7503
14,SRR23143790,33.0241,33.2254,33.4267,Max,33.3261,33.1248,Min,Mean,0,31.7503
15,SRR23143790,33.0342,33.1985,33.3627,Max,33.2806,33.1163,Min,Mean,0,31.7503
16,SRR23143790,32.9625,33.1791,33.3956,Max,33.2873,33.0708,Min,Mean,0,31.7503
17,SRR23143790,32.9738,33.2057,33.4377,Max,33.3217,33.0898,Min,Mean,0,31.7503
18,SRR23143790,32.9747,33.187,33.3994,Max,33.2932,33.0808,Min,Mean,50837,31.7503
19,SRR23143790,32.678,33.1028,33.5275,Max,33.3151,32.8904,Min,Mean,-50837,31.7503
20,SRR23143790,32.9363,33.1604,33.3845,Max,33.2724,33.0484,Min,Mean,0,31.7503
21,SRR23143790,32.9371,33.1925,33.4479,Max,33.3202,33.0648,Min,Mean,0,31.7503
22,SRR23143790,32.9044,33.1418,33.3792,Max,33.2605,33.0231,Min,Mean,0,31.7503
23,SRR23143790,32.8846,33.1543,33.4239,Max,33.2891,33.0194,Min,Mean,0,31.7503
24,SRR23143790,32.8535,33.0996,33.3457,Max,33.2227,32.9766,Min,Mean,0,31.7503
25,SRR23143790,33.024,33.1718,33.3196,Max,33.2457,33.0979,Min,Mean,0,31.7503
26,SRR23143790,32.9823,33.1666,33.3508,Max,33.2587,33.0744,Min,Mean,0,31.7503
27,SRR23143790,32.9636,33.1449,33.3262,Max,33.2356,33.0543,Min,Mean,0,31.7503
28,SRR23143790,32.9307,33.1061,33.2816,Max,33.1938,33.0184,Min,Mean,0,31.7503
29,SRR23143790,32.8976,33.1117,33.3257,Max,33.2187,33.0046,Min,Mean,0,31.7503
30,SRR23143790,32.8609,33.0664,33.2719,Max,33.1692,32.9637,Min,Mean,0,31.7503
31,SRR23143790,32.8821,33.1021,33.3222,Max,33.2122,32.9921,Min,Mean,0,31.7503
32,SRR23143790,32.8147,33.0265,33.2383,Max,33.1324,32.9206,Min,Mean,0,31.7503
33,SRR23143790,32.8309,33.0651,33.2992,Max,33.1822,32.948,Min,Mean,0,31.7503
34,SRR23143790,32.8059,33.0087,33.2114,Max,33.1101,32.9073,Min,Mean,0,31.7503
35,SRR23143790,32.8205,33.0303,33.24,Max,33.1352,32.9254,Min,Mean,0,31.7503
36,SRR23143790,32.7662,32.9579,33.1496,Max,33.0538,32.8621,Min,Mean,0,31.7503
37,SRR23143790,32.7486,32.9762,33.2039,Max,33.09,32.8624,Min,Mean,0,31.7503
38,SRR23143790,32.7225,32.9357,33.149,Max,33.0424,32.8291,Min,Mean,0,31.7503
39,SRR23143790,32.7411,32.9518,33.1626,Max,33.0572,32.8465,Min,Mean,0,31.7503
40,SRR23143790,32.6926,32.909,33.1255,Max,33.0173,32.8008,Min,Mean,52774,31.7503
41,SRR23143790,32.5615,32.8564,33.1512,Max,33.0038,32.7089,Min,Mean,-52774,31.7503
42,SRR23143790,32.6369,32.874,33.111,Max,32.9925,32.7554,Min,Mean,0,31.7503
43,SRR23143790,32.6653,32.8822,33.099,Max,32.9906,32.7737,Min,Mean,0,31.7503
44,SRR23143790,32.5887,32.833,33.0773,Max,32.9551,32.7108,Min,Mean,0,31.7503
45,SRR23143790,32.614,32.8223,33.0305,Max,32.9264,32.7182,Min,Mean,0,31.7503
46,SRR23143790,32.5791,32.8089,33.0387,Max,32.9238,32.694,Min,Mean,2,31.7503
47,SRR23143790,32.5611,32.7887,33.0162,Max,32.9024,32.6749,Min,Mean,-2,31.7503
48,SRR23143790,32.5102,32.7831,33.0559,Max,32.9195,32.6466,Min,Mean,0,31.7503
49,SRR23143790,32.511,32.7408,32.9705,Max,32.8556,32.6259,Min,Mean,0,31.7503
50,SRR23143790,32.5247,32.7723,33.0198,Max,32.896,32.6485,Min,Mean,0,31.7503
51,SRR23143790,32.4468,32.6801,32.9134,Max,32.7967,32.5634,Min,Mean,0,31.7503
52,SRR23143790,32.4677,32.7511,33.0344,Max,32.8927,32.6094,Min,Mean,0,31.7503
53,SRR23143790,32.4386,32.6484,32.8583,Max,32.7534,32.5435,Min,Mean,0,31.7503
54,SRR23143790,32.388,32.6789,32.9699,Max,32.8244,32.5335,Min,Mean,0,31.7503
55,SRR23143790,32.3424,32.5885,32.8347,Max,32.7116,32.4654,Min,Mean,0,31.7503
56,SRR23143790,32.3702,32.6611,32.9521,Max,32.8066,32.5156,Min,Mean,0,31.7503
57,SRR23143790,32.2842,32.5215,32.7589,Max,32.6402,32.4028,Min,Mean,0,31.7503
58,SRR23143790,32.3184,32.625,32.9316,Max,32.7783,32.4717,Min,Mean,27161,31.7503
59,SRR23143790,31.974,32.41,32.846,Max,32.628,32.192,Min,Mean,-27161,31.7503
60,SRR23143790,32.2751,32.579,32.883,Max,32.731,32.4271,Min,Mean,0,31.7503
61,SRR23143790,32.1983,32.4637,32.7291,Max,32.5964,32.331,Min,Mean,7,31.7503
62,SRR23143790,32.2091,32.5347,32.8602,Max,32.6974,32.3719,Min,Mean,-7,31.7503
63,SRR23143790,32.1408,32.4072,32.6735,Max,32.5404,32.274,Min,Mean,27977,31.7503
64,SRR23143790,32.1396,32.4705,32.8013,Max,32.6359,32.3051,Min,Mean,-27977,31.7503
65,SRR23143790,32.1195,32.3479,32.5763,Max,32.4621,32.2337,Min,Mean,0,31.7503
66,SRR23143790,32.1063,32.4651,32.8238,Max,32.6444,32.2857,Min,Mean,0,31.7503
67,SRR23143790,32.0493,32.2935,32.5377,Max,32.4156,32.1714,Min,Mean,0,31.7503
68,SRR23143790,32.0509,32.4053,32.7596,Max,32.5824,32.2281,Min,Mean,0,31.7503
69,SRR23143790,32.008,32.254,32.5001,Max,32.3771,32.131,Min,Mean,0,31.7503
70,SRR23143790,32.0461,32.3891,32.732,Max,32.5605,32.2176,Min,Mean,0,31.7503
71,SRR23143790,31.9539,32.1955,32.4371,Max,32.3163,32.0747,Min,Mean,0,31.7503
72,SRR23143790,31.9724,32.3152,32.658,Max,32.4866,32.1438,Min,Mean,0,31.7503
73,SRR23143790,31.9081,32.1272,32.3463,Max,32.2368,32.0177,Min,Mean,0,31.7503
74,SRR23143790,31.9327,32.23,32.5273,Max,32.3787,32.0814,Min,Mean,0,31.7503
75,SRR23143790,31.8545,32.0671,32.2797,Max,32.1734,31.9608,Min,Mean,1,31.7503
76,SRR23143790,31.9807,32.2172,32.4537,Max,32.3355,32.099,Min,Mean,-1,31.7503
77,SRR23143790,31.8385,31.9834,32.1283,Max,32.0558,31.9109,Min,Mean,0,31.7503
78,SRR23143790,31.9457,32.1153,32.285,Max,32.2002,32.0305,Min,Mean,0,31.7503
79,SRR23143790,31.7651,31.8886,32.0122,Max,31.9504,31.8269,Min,Mean,1,31.7503
80,SRR23143790,31.9733,32.0706,32.1678,Max,32.1192,32.022,Min,Mean,-1,31.7503
81,SRR23143790,31.7526,31.819,31.8854,Max,31.8522,31.7858,Min,Mean,0,31.7503
82,SRR23143790,31.9081,31.98,32.052,Max,32.016,31.944,Min,Mean,0,31.7503
83,SRR23143790,31.7308,31.7312,31.7315,Max,31.7313,31.731,Min,Mean,0,31.7503
84,SRR23143790,31.8531,31.8591,31.8652,Max,31.8622,31.8561,Min,Mean,0,31.7503
85,SRR23143790,31.6485,31.6756,31.7026,Max,31.6891,31.662,Min,Mean,0,31.7503
86,SRR23143790,31.689,31.8017,31.9144,Max,31.858,31.7453,Min,Mean,0,31.7503
87,SRR23143790,31.386,31.5583,31.7306,Max,31.6445,31.4722,Min,Mean,0,31.7503
88,SRR23143790,31.3942,31.666,31.9378,Max,31.8019,31.5301,Min,Mean,0,31.7503
89,SRR23143790,31.2114,31.4463,31.6813,Max,31.5638,31.3288,Min,Mean,0,31.7503
90,SRR23143790,31.3122,31.6077,31.9032,Max,31.7554,31.46,Min,Mean,0,31.7503
91,SRR23143790,31.0258,31.344,31.6623,Max,31.5032,31.1849,Min,Mean,70,31.7503
92,SRR23143790,31.0948,31.4676,31.8403,Max,31.6539,31.2812,Min,Mean,-70,31.7503
93,SRR23143790,30.9142,31.2655,31.6169,Max,31.4412,31.0899,Min,Mean,52284,31.7503
94,SRR23143790,30.9478,31.3552,31.7626,Max,31.5589,31.1515,Min,Mean,-52284,31.7503
95,SRR23143790,30.7531,31.1922,31.6313,Max,31.4117,30.9727,Min,Mean,0,31.7503
96,SRR23143790,30.8517,31.3267,31.8016,Max,31.5642,31.0892,Min,Mean,0,31.7503
97,SRR23143790,30.6627,31.1156,31.5685,Max,31.3421,30.8891,Min,Mean,0,31.7503
98,SRR23143790,30.5994,31.2029,31.8065,Max,31.5047,30.9012,Min,Mean,2,31.7503
99,SRR23143790,30.4893,31.0231,31.5569,Max,31.29,30.7562,Min,Mean,-2,31.7503
100,SRR23143790,30.4884,31.1365,31.7846,Max,31.4606,30.8125,Min,Mean,0,31.7503
101,SRR23143790,30.3612,30.9296,31.4979,Max,31.2138,30.6454,Min,Mean,0,31.7503
102,SRR23143790,30.2949,31.0361,31.7774,Max,31.4068,30.6655,Min,Mean,0,31.7503
103,SRR23143790,30.0907,30.8001,31.5095,Max,31.1548,30.4454,Min,Mean,0,31.7503
104,SRR23143790,30.0704,30.9249,31.7793,Max,31.3521,30.4976,Min,Mean,2,31.7503
105,SRR23143790,29.9673,30.7227,31.4781,Max,31.1004,30.345,Min,Mean,-1,31.7503
106,SRR23143790,29.9964,30.8379,31.6794,Max,31.2587,30.4172,Min,Mean,-1,31.7503
107,SRR23143790,29.9309,30.6506,31.3702,Max,31.0104,30.2907,Min,Mean,0,31.7503
108,SRR23143790,29.8448,30.7563,31.6679,Max,31.2121,30.3006,Min,Mean,0,31.7503
109,SRR23143790,29.7923,30.5681,31.3439,Max,30.956,30.1802,Min,Mean,0,31.7503
110,SRR23143790,29.7648,30.701,31.6372,Max,31.1691,30.2329,Min,Mean,2,31.7503
111,SRR23143790,29.7183,30.5005,31.2827,Max,30.8916,30.1094,Min,Mean,0,31.7503
112,SRR23143790,29.6099,30.6147,31.6195,Max,31.1171,30.1123,Min,Mean,-2,31.7503
113,SRR23143790,29.4656,30.4092,31.3528,Max,30.881,29.9374,Min,Mean,0,31.7503
114,SRR23143790,29.3217,30.491,31.6603,Max,31.0756,29.9063,Min,Mean,0,31.7503
115,SRR23143790,29.227,30.3009,31.3748,Max,30.8379,29.764,Min,Mean,0,31.7503
116,SRR23143790,29.2389,30.4184,31.598,Max,31.0082,29.8286,Min,Mean,0,31.7503
117,SRR23143790,29.3394,30.2557,31.1721,Max,30.7139,29.7976,Min,Mean,0,31.7503
118,SRR23143790,29.3465,30.3002,31.2539,Max,30.777,29.8233,Min,Mean,0,31.7503
119,SRR23143790,29.1598,30.1326,31.1053,Max,30.619,29.6462,Min,Mean,0,31.7503
120,SRR23143790,29.2028,30.3154,31.4279,Max,30.8716,29.7591,Min,Mean,1,31.7503
121,SRR23143790,29.3576,30.2046,31.0516,Max,30.6281,29.7811,Min,Mean,100,31.7503
122,SRR23143790,29.2164,30.2994,31.3825,Max,30.841,29.7579,Min,Mean,-101,31.7503
123,SRR23143790,29.2215,30.1688,31.1161,Max,30.6424,29.6951,Min,Mean,0,31.7503
124,SRR23143790,29.054,30.2391,31.4241,Max,30.8316,29.6465,Min,Mean,0,31.7503
125,SRR23143790,29.0125,30.0989,31.1852,Max,30.6421,29.5557,Min,Mean,25127,31.7503
126,SRR23143790,28.9065,30.1493,31.392,Max,30.7707,29.5279,Min,Mean,-25127,31.7503
127,SRR23143790,28.8635,30.023,31.1825,Max,30.6028,29.4432,Min,Mean,0,31.7503
128,SRR23143790,28.8386,30.0767,31.3149,Max,30.6958,29.4577,Min,Mean,1,31.7503
129,SRR23143790,28.8897,29.961,31.0323,Max,30.4967,29.4253,Min,Mean,-1,31.7503
130,SRR23143790,28.8414,30.0353,31.2293,Max,30.6323,29.4384,Min,Mean,2,31.7503
131,SRR23143790,28.9771,29.957,30.9369,Max,30.447,29.4671,Min,Mean,-2,31.7503
132,SRR23143790,28.8766,30.0424,31.2082,Max,30.6253,29.4595,Min,Mean,3,31.7503
133,SRR23143790,28.9892,29.9546,30.92,Max,30.4373,29.4719,Min,Mean,-3,31.7503
134,SRR23143790,28.7814,30.0104,31.2393,Max,30.6248,29.3959,Min,Mean,6,31.7503
135,SRR23143790,28.7341,29.8979,31.0617,Max,30.4798,29.316,Min,Mean,-6,31.7503
136,SRR23143790,28.5322,29.9251,31.318,Max,30.6216,29.2287,Min,Mean,3,31.7503
137,SRR23143790,28.4904,29.8077,31.125,Max,30.4663,29.149,Min,Mean,-3,31.7503
138,SRR23143790,28.4115,29.8377,31.2639,Max,30.5508,29.1246,Min,Mean,3,31.7503
139,SRR23143790,28.4779,29.7216,30.9652,Max,30.3434,29.0998,Min,Mean,-2,31.7503
140,SRR23143790,28.4189,29.7701,31.1213,Max,30.4457,29.0945,Min,Mean,2,31.7503
141,SRR23143790,28.5463,29.6924,30.8384,Max,30.2654,29.1194,Min,Mean,1,31.7503
142,SRR23143790,28.4963,29.7616,31.0268,Max,30.3942,29.129,Min,Mean,-3,31.7503
143,SRR23143790,28.604,29.7075,30.8109,Max,30.2592,29.1558,Min,Mean,25557,31.7503
144,SRR23143790,28.5676,29.7556,30.9437,Max,30.3497,29.1616,Min,Mean,-25558,31.7503
145,SRR23143790,28.4524,29.6687,30.885,Max,30.2769,29.0606,Min,Mean,55011,31.7503
146,SRR23143790,28.1997,29.692,31.1842,Max,30.4381,28.9458,Min,Mean,-55011,31.7503
147,SRR23143790,28.1759,29.6027,31.0294,Max,30.316,28.8893,Min,Mean,4,31.7503
148,SRR23143790,28.0221,29.5945,31.167,Max,30.3808,28.8083,Min,Mean,-1,31.7503
149,SRR23143790,28.0258,29.5035,30.9811,Max,30.2423,28.7646,Min,Mean,-3,31.7503
150,SRR23143790,27.1195,28.7132,30.3069,Max,29.5101,27.9164,Min,Mean,7602238,31.7503
0,SRR23143753,32.5828,32.693,32.8032,Max,32.7481,32.6379,Min,Mean,2,31.5587
1,SRR23143753,32.6914,33.0303,33.3691,Max,33.1997,32.8609,Min,Mean,3,31.5587
2,SRR23143753,32.7333,32.9525,33.1717,Max,33.0621,32.8429,Min,Mean,-5,31.5587
3,SRR23143753,32.7943,32.9033,33.0122,Max,32.9577,32.8488,Min,Mean,0,31.5587
4,SRR23143753,32.6601,32.9439,33.2278,Max,33.0859,32.802,Min,Mean,0,31.5587
5,SRR23143753,32.8024,33.1242,33.4459,Max,33.2851,32.9633,Min,Mean,0,31.5587
6,SRR23143753,32.7044,33.046,33.3876,Max,33.2168,32.8752,Min,Mean,0,31.5587
7,SRR23143753,32.7326,33.0703,33.408,Max,33.2391,32.9014,Min,Mean,0,31.5587
8,SRR23143753,32.8543,33.0876,33.3209,Max,33.2042,32.9709,Min,Mean,0,31.5587
9,SRR23143753,32.7646,33.1343,33.5039,Max,33.3191,32.9494,Min,Mean,0,31.5587
10,SRR23143753,32.8368,33.1825,33.5282,Max,33.3554,33.0096,Min,Mean,0,31.5587
11,SRR23143753,32.7201,33.11,33.4999,Max,33.3049,32.915,Min,Mean,0,31.5587
12,SRR23143753,32.7759,33.1393,33.5028,Max,33.321,32.9576,Min,Mean,0,31.5587
13,SRR23143753,32.7915,33.1431,33.4948,Max,33.319,32.9673,Min,Mean,0,31.5587
14,SRR23143753,32.7659,33.1269,33.4878,Max,33.3073,32.9464,Min,Mean,0,31.5587
15,SRR23143753,32.7635,33.0837,33.4038,Max,33.2437,32.9236,Min,Mean,0,31.5587
16,SRR23143753,32.7039,33.0834,33.463,Max,33.2732,32.8936,Min,Mean,0,31.5587
17,SRR23143753,32.6585,33.0876,33.5167,Max,33.3022,32.873,Min,Mean,0,31.5587
18,SRR23143753,32.6909,33.0773,33.4636,Max,33.2705,32.8841,Min,Mean,11127,31.5587
19,SRR23143753,32.5787,33.0449,33.511,Max,33.2779,32.8118,Min,Mean,-11127,31.5587
20,SRR23143753,32.6683,33.0563,33.4443,Max,33.2503,32.8623,Min,Mean,0,31.5587
21,SRR23143753,32.6585,33.0523,33.446,Max,33.2491,32.8554,Min,Mean,0,31.5587
22,SRR23143753,32.6108,33.0065,33.4021,Max,33.2043,32.8087,Min,Mean,0,31.5587
23,SRR23143753,32.5976,33.0065,33.4153,Max,33.2109,32.8021,Min,Mean,0,31.5587
24,SRR23143753,32.5258,32.9556,33.3854,Max,33.1705,32.7407,Min,Mean,0,31.5587
25,SRR23143753,32.7145,32.9775,33.2404,Max,33.1089,32.846,Min,Mean,0,31.5587
26,SRR23143753,32.6497,32.9723,33.295,Max,33.1336,32.811,Min,Mean,0,31.5587
27,SRR23143753,32.6229,32.9163,33.2098,Max,33.063,32.7696,Min,Mean,0,31.5587
28,SRR23143753,32.5781,32.9035,33.229,Max,33.0663,32.7408,Min,Mean,0,31.5587
29,SRR23143753,32.5558,32.8556,33.1553,Max,33.0054,32.7057,Min,Mean,0,31.5587
30,SRR23143753,32.5108,32.8192,33.1276,Max,32.9734,32.665,Min,Mean,0,31.5587
31,SRR23143753,32.4557,32.8143,33.173,Max,32.9937,32.635,Min,Mean,0,31.5587
32,SRR23143753,32.452,32.7643,33.0766,Max,32.9204,32.6081,Min,Mean,0,31.5587
33,SRR23143753,32.4525,32.7731,33.0938,Max,32.9335,32.6128,Min,Mean,0,31.5587
34,SRR23143753,32.4652,32.7408,33.0165,Max,32.8787,32.603,Min,Mean,0,31.5587
35,SRR23143753,32.4182,32.718,33.0178,Max,32.8679,32.5681,Min,Mean,0,31.5587
36,SRR23143753,32.5596,32.7011,32.8426,Max,32.7719,32.6303,Min,Mean,0,31.5587
37,SRR23143753,32.2993,32.6691,33.039,Max,32.8541,32.4842,Min,Mean,0,31.5587
38,SRR23143753,32.422,32.6999,32.9778,Max,32.8388,32.5609,Min,Mean,0,31.5587
39,SRR23143753,32.3263,32.6514,32.9765,Max,32.814,32.4889,Min,Mean,0,31.5587
40,SRR23143753,32.2527,32.5888,32.9248,Max,32.7568,32.4207,Min,Mean,10038,31.5587
41,SRR23143753,32.2169,32.5292,32.8415,Max,32.6853,32.373,Min,Mean,-10038,31.5587
42,SRR23143753,32.2847,32.5738,32.8629,Max,32.7183,32.4292,Min,Mean,0,31.5587
43,SRR23143753,32.3427,32.5617,32.7806,Max,32.6711,32.4522,Min,Mean,0,31.5587
44,SRR23143753,32.2745,32.5429,32.8113,Max,32.6771,32.4087,Min,Mean,0,31.5587
45,SRR23143753,32.2966,32.4582,32.6198,Max,32.539,32.3774,Min,Mean,0,31.5587
46,SRR23143753,32.2835,32.4031,32.5226,Max,32.4629,32.3433,Min,Mean,0,31.5587
47,SRR23143753,32.2171,32.4038,32.5905,Max,32.4971,32.3104,Min,Mean,0,31.5587
48,SRR23143753,32.1398,32.4002,32.6607,Max,32.5305,32.27,Min,Mean,0,31.5587
49,SRR23143753,32.1355,32.3709,32.6063,Max,32.4886,32.2532,Min,Mean,0,31.5587
50,SRR23143753,32.156,32.408,32.66,Max,32.534,32.282,Min,Mean,0,31.5587
51,SRR23143753,32.082,32.3513,32.6205,Max,32.4859,32.2167,Min,Mean,0,31.5587
52,SRR23143753,32.1011,32.4112,32.7214,Max,32.5663,32.2562,Min,Mean,0,31.5587
53,SRR23143753,32.0303,32.3261,32.6219,Max,32.474,32.1782,Min,Mean,0,31.5587
54,SRR23143753,32.016,32.3532,32.6903,Max,32.5218,32.1846,Min,Mean,0,31.5587
55,SRR23143753,32.016,32.2526,32.4892,Max,32.3709,32.1343,Min,Mean,0,31.5587
56,SRR23143753,31.9933,32.3367,32.6802,Max,32.5085,32.165,Min,Mean,0,31.5587
57,SRR23143753,32.0146,32.2405,32.4664,Max,32.3535,32.1276,Min,Mean,0,31.5587
58,SRR23143753,31.9494,32.2916,32.6338,Max,32.4627,32.1205,Min,Mean,5227,31.5587
59,SRR23143753,31.7093,32.1513,32.5933,Max,32.3723,31.9303,Min,Mean,-5227,31.5587
60,SRR23143753,31.9982,32.2965,32.5948,Max,32.4456,32.1474,Min,Mean,0,31.5587
61,SRR23143753,31.9047,32.17,32.4352,Max,32.3026,32.0373,Min,Mean,1,31.5587
62,SRR23143753,31.9448,32.2152,32.4856,Max,32.3504,32.08,Min,Mean,-1,31.5587
63,SRR23143753,31.8673,32.1302,32.3931,Max,32.2617,31.9988,Min,Mean,5192,31.5587
64,SRR23143753,31.8758,32.1775,32.4792,Max,32.3283,32.0266,Min,Mean,-5192,31.5587
65,SRR23143753,31.9027,32.0815,32.2603,Max,32.1709,31.9921,Min,Mean,0,31.5587
66,SRR23143753,31.8043,32.1417,32.4791,Max,32.3104,31.973,Min,Mean,0,31.5587
67,SRR23143753,31.6386,32.0088,32.3791,Max,32.194,31.8237,Min,Mean,0,31.5587
68,SRR23143753,31.7396,32.0954,32.4511,Max,32.2732,31.9175,Min,Mean,0,31.5587
69,SRR23143753,31.76,32.0055,32.251,Max,32.1283,31.8828,Min,Mean,0,31.5587
70,SRR23143753,31.8191,32.0467,32.2743,Max,32.1605,31.9329,Min,Mean,0,31.5587
71,SRR23143753,31.6986,31.9402,32.1819,Max,32.0611,31.8194,Min,Mean,0,31.5587
72,SRR23143753,31.8059,32.0167,32.2274,Max,32.122,31.9113,Min,Mean,0,31.5587
73,SRR23143753,31.8338,31.887,31.9402,Max,31.9136,31.8604,Min,Mean,0,31.5587
74,SRR23143753,31.7816,31.8928,32.004,Max,31.9484,31.8372,Min,Mean,0,31.5587
75,SRR23143753,31.5557,31.7186,31.8815,Max,31.8,31.6371,Min,Mean,0,31.5587
76,SRR23143753,31.0884,31.5515,32.0146,Max,31.783,31.3199,Min,Mean,0,31.5587
77,SRR23143753,30.2742,31.2528,32.2314,Max,31.7421,30.7635,Min,Mean,0,31.5587
78,SRR23143753,30.2403,31.2523,32.2642,Max,31.7582,30.7463,Min,Mean,0,31.5587
79,SRR23143753,30.3926,31.2388,32.0849,Max,31.6618,30.8157,Min,Mean,0,31.5587
80,SRR23143753,30.291,31.2641,32.2373,Max,31.7507,30.7776,Min,Mean,0,31.5587
81,SRR23143753,29.8968,31.1005,32.3041,Max,31.7023,30.4986,Min,Mean,0,31.5587
82,SRR23143753,30.0748,31.1951,32.3154,Max,31.7552,30.6349,Min,Mean,0,31.5587
83,SRR23143753,29.7526,31.028,32.3034,Max,31.6657,30.3903,Min,Mean,0,31.5587
84,SRR23143753,29.6888,31.0562,32.4236,Max,31.7399,30.3725,Min,Mean,0,31.5587
85,SRR23143753,29.7495,31.0194,32.2894,Max,31.6544,30.3845,Min,Mean,0,31.5587
86,SRR23143753,29.8103,31.0754,32.3404,Max,31.7079,30.4428,Min,Mean,0,31.5587
87,SRR23143753,29.4664,30.8887,32.3109,Max,31.5998,30.1775,Min,Mean,0,31.5587
88,SRR23143753,29.4986,30.9463,32.394,Max,31.6702,30.2225,Min,Mean,0,31.5587
89,SRR23143753,29.4001,30.8185,32.2369,Max,31.5277,30.1093,Min,Mean,0,31.5587
90,SRR23143753,29.4348,30.8953,32.3558,Max,31.6255,30.1651,Min,Mean,0,31.5587
91,SRR23143753,29.0689,30.6737,32.2785,Max,31.4761,29.8713,Min,Mean,18,31.5587
92,SRR23143753,29.1515,30.7039,32.2563,Max,31.4801,29.9277,Min,Mean,-18,31.5587
93,SRR23143753,29.0177,30.6104,32.2032,Max,31.4068,29.8141,Min,Mean,10311,31.5587
94,SRR23143753,29.0031,30.6487,32.2943,Max,31.4715,29.8259,Min,Mean,-10311,31.5587
